color,cylinder,finn_code,first_reg,fuel_type,gear,km,model,model_year,power,price,trans
Rød,2 l,137790616,28.10.2010,Bensin,Automat,103 000 km,Mitsubishi Outlander,2011,147 Hk,"139 775,-",Forhjulsdrift
Blå,996 l,137796756,,Bensin,Manuell,72 291 km,Suzuki Alto,2013,68 Hk,"13 496,-",Forhjulsdrift
Dark Metal Grey,,137796693,,Diesel,Automat,15 km,Nissan Navara,2019,190 Hk,"3 699,-",Firehjulsdrift
Naturalgrey,"1,6 l",137796649,22.08.2014,Diesel,Manuell,32 783 km,Volkswagen Caddy,2015,75 Hk,"129 000,-",Forhjulsdrift
Carribean Blue,,137796662,25.08.2014,Elektrisitet,Automat,87 900 km,Kia Soul,2015,110 Hk,"179 000,-",Forhjulsdrift
Thunder grey metallic (B58),"1,5 l",137796657,19.12.2018,Elektrisitet+bensin,Automat,150 km,MINI Countryman,2019,224 Hk,"398 500,-",Firehjulsdrift
Metallic grå,1 968 l,137789623,11.11.2015,Diesel,Automat,47 039 km,Skoda Superb,2016,150 Hk,"345 775,-",Forhjulsdrift
Svart,1 395 l,119295593,08.07.2015,Elektrisitet+bensin,Automat,32 315 km,Volkswagen Golf,2016,204 Hk,"226 161,-",Forhjulsdrift
Sort Metalic,"1,8 l",137796646,17.11.2015,Elektrisitet+bensin,Automat,25 260 km,Toyota Auris,2015,136 Hk,"219 900,-",Forhjulsdrift
CRYSTAL WHITE PEARL,"2,4 l",137790105,24.10.2013,Elektrisitet+diesel,Automat,130 349 km,Volvo V60,2014,285 Hk,"259 000,-",Firehjulsdrift
Rød,"1,8 l",137796580,06.03.2013,Elektrisitet+bensin,Automat,67 079 km,Toyota Prius+ Seven,2013,136 Hk,"239 900,-",Forhjulsdrift
Grå,0 l,137796579,,Elektrisitet,Automat,24 733 km,Nissan Leaf,2015,,"159 999,-",Forhjulsdrift
Mørk grå metallic,2 l,137790600,30.11.2015,Bensin,Manuell,82 600 km,Toyota RAV4,2007,152 Hk,"121 618,-",Firehjulsdrift
Candyhvit,"1,6 l",137796489,04.06.2015,Diesel,Automat,87 460 km,Volkswagen Caddy,2015,102 Hk,"139 000,-",Forhjulsdrift
Alpinhvit,,137796506,30.01.2014,Bensin,Automat,89 000 km,BMW 4-serie,2014,306 Hk,"549 000,-",Firehjulsdrift
Osmium Grå Metallic,"2,4 l",137796450,15.02.2016,Diesel,Automat,38 200 km,Volvo XC 60,2016,220 Hk,"509 000,-",Firehjulsdrift
Magnetic Grey Metallic,,137796354,02.02.2017,Elektrisitet,Manuell,12 500 km,Ford Focus,2016,142 Hk,"219 900,-",Forhjulsdrift
Metallic,"2,2 l",137796396,31.03.2010,Diesel,Manuell,163 000 km,Honda CR-V,2010,150 Hk,"145 000,-",Firehjulsdrift
Candyhvit,"1,6 l",137796285,22.08.2014,Diesel,Manuell,49 717 km,Volkswagen Caddy,2015,75 Hk,"119 000,-",Forhjulsdrift
Amethyst Gray Metallic,"1,6 l",137796276,17.01.2014,Bensin,Automat,87 900 km,Suzuki SX4 S-Cross,2014,120 Hk,"185 000,-",Firehjulsdrift
REFLEXSILVER MET,2 l,137796244,28.12.2015,Diesel,Manuell,27 949 km,Volkswagen Tiguan,2016,110 Hk,"239 000,-",Forhjulsdrift
Svart met,3 l,137796255,12.07.2013,Diesel,Automat,125 000 km,Audi A6 allroad,2014,204 Hk,"389 000,-",Firehjulsdrift
Sølv,,137796241,22.12.2016,Elektrisitet,Automat,36 500 km,BMW i3,2017,170 Hk,"289 000,-",Bakhjulsdrift
Sølv,"1,6 l",137791249,10.04.2007,Bensin,Manuell,136 000 km,Nissan Qashqai,2007,114 Hk,"49 718,-",Firehjulsdrift
Grå,2 l,137796198,26.01.2010,Diesel,Manuell,162 000 km,Ford S-MAX,2006,140 Hk,"74 000,-",Forhjulsdrift
Obsidian Sort metallic,,137796158,31.05.2012,Diesel,Automat,215 000 km,Mercedes-Benz GL,2007,224 Hk,"199 275,-",Firehjulsdrift
Arctic White,"2,1 l",137795931,,Diesel,Automat,183 000 km,Mercedes-Benz Vito,2011,163 Hk,"159 000,-",Firehjulsdrift
Grønn,"1,6 l",137794356,01.10.2014,Bensin,Manuell,57 680 km,Suzuki SX4 S-Cross,2014,120 Hk,"169 000,-",Firehjulsdrift
sort met,2 l,137795959,01.01.2016,Elektrisitet+bensin,Automat,62 000 km,Mitsubishi Outlander,2016,121 Hk,"325 000,-",Firehjulsdrift
Bronse Solid met,"1,6 l",137790232,11.05.2012,Diesel,Manuell,126 634 km,Peugeot 208,2012,93 Hk,"70 696,-",Forhjulsdrift
Svart,"2,1 l",137790771,16.02.2006,Diesel,Automat,300 000 km,Mercedes-Benz E-Klasse,2004,150 Hk,"48 594,-",Bakhjulsdrift
Grå,,137795860,11.08.2016,Elektrisitet,Automat,36 015 km,Nissan Leaf,2016,109 Hk,"219 900,-",Forhjulsdrift
Deep Black Perl,"1,4 l",137795842,02.12-2014,Elektrisitet+bensin,Automat,33 000 km,Volkswagen Golf,2015,204 Hk,"219 900,-",Forhjulsdrift
PURE WHITE,"1,4 l",137795903,14.09.2016,Elektrisitet+bensin,Automat,90 400 km,Volkswagen Passat,2017,156 Hk,"299 000,-",Forhjulsdrift
Blå,1 l,137795519,30.05.2017,Bensin,Manuell,40 358 km,Opel Astra,2017,105 Hk,"219 000,-",Forhjulsdrift
Perlehvit Metalic,"1,5 l",137795925,15.11.2012,Elektrisitet+bensin,Automat,93 320 km,Toyota Yaris,2012,100 Hk,"129 900,-",Forhjulsdrift
Capparis Hvit,,137795912,17.11.2015,Elektrisitet,Automat,64 445 km,BMW i3,2016,170 Hk,"189 000,-",Bakhjulsdrift
Sølv,"1,8 l",135096178,27.08.2002,Bensin,Automat,290 455 km,Skoda Octavia,2003,150 Hk,"19 995,-",Forhjulsdrift
Sort,,137795802,21.11.2013,Bensin,Automat,160 000 km,Volkswagen Golf,2014,140 Hk,"158 750,-",Forhjulsdrift
Pantersvart Metallic,3 l,137795839,01.01.2013,Diesel,Automat,130 700 km,Audi SQ5,2014,313 Hk,"549 900,-",Firehjulsdrift
Svart,1 997 l,137788805,18.11.2013,Diesel,Manuell,239 000 km,Ford Kuga,2013,140 Hk,"119 775,-",Firehjulsdrift
Medium Red,"3,2 l",137795638,,Diesel,Automat,1 431 km,Mitsubishi Pajero,2019,190 Hk,"581 800,-",Firehjulsdrift
Sølv,"2,2 l",137795530,03.07-2006,Diesel,Automat,279 000 km,Hyundai Santa Fe,2006,150 Hk,"79 900,-",Firehjulsdrift
Sort,"1,6 l",137795612,18.04.2005,Bensin,Automat,98 494 km,Renault Megane,2005,113 Hk,"69 000,-",Forhjulsdrift
Sort,,137795533,,Elektrisitet,Automat,38 900 km,Nissan Leaf,2017,110 Hk,"209 000,-",Forhjulsdrift
Sølv,2 l,137795349,21.08-2007,Diesel,Manuell,196 000 km,Mitsubishi Outlander,2007,140 Hk,"69 900,-",2WD-4WD-LOCK
Hvit,2 l,137795318,23.10.2007,Diesel,Manuell,127 887 km,Toyota Avensis,2007,126 Hk,"74 900,-",Forhjulsdrift
Sølv,"1,4 l",137795331,17.04.2009,Diesel,Manuell,125 450 km,Toyota Auris,2009,90 Hk,"81 000,-",Forhjulsdrift
Hvit,"2,5 l",137794996,02.01.2012,Diesel,Automat,191 150 km,Nissan Murano,2012,190 Hk,"179 000,-",Firehjulsdrift
Sort,"1,6 l",137789010,17.06.2010,Diesel,Manuell,68 000 km,Audi A3,2010,105 Hk,"99 000,-",Forhjulsdrift
Stromboli Grå,,137794668,,Diesel,Automat,10 km,Alfa Romeo Stelvio,2019,210 Hk,"6 995,-",Firehjulsdrift
Svart,"1,7 l",137795114,,Diesel,Manuell,78 000 km,Kia Sportage,2014,116 Hk,"179 900,-",Forhjulsdrift
Sølv,2 l,137795180,10.10.2012,Diesel,Manuell,122 000 km,Toyota Avensis,2012,124 Hk,"144 000,-",Forhjulsdrift
Selenit Grå,2 l,137795214,03.11.2017,Diesel,Automat,46 959 km,Mercedes-Benz E-klasse All-Terrain,2017,194 Hk,"678 000,-",Firehjulsdrift
Hvit,"1,5 l",137795151,15.01.2016,Elektrisitet+bensin,Automat,16 041 km,Toyota Yaris,2016,100 Hk,"179 000,-",Forhjulsdrift
Iridium Sølv metalikk,2 l,137795120,09.04.2018,Elektrisitet+bensin,Automat,8 371 km,Mercedes-Benz GLC,2018,320 Hk,"689 000,-",Firehjulsdrift
Brun metallic,"1,6 l",137795126,09.03.2011,Diesel,Manuell,117 425 km,Volkswagen Passat,2011,105 Hk,"99 000,-",Forhjulsdrift
Svart,2 l,137795147,27.01.2016,Bensin,Automat,28 700 km,Toyota RAV4,2016,152 Hk,"359 000,-",Firehjulsdrift
Grå,,137795156,15.03.2016,Elektrisitet,Automat,34 000 km,Nissan Leaf,2016,107 Hk,"172 900,-",Forhjulsdrift
Grå,"1,6 l",137794035,05.08.2010,Diesel,Manuell,171 900 km,Volkswagen Golf,2010,105 Hk,"75 000,-",Forhjulsdrift
Blå,,137795160,27.10.2008,Diesel,Automat,241 000 km,BMW 7-serie,2008,231 Hk,"222 775,-",Bakhjulsdrift
Blå,2 l,137794929,17.12.2017,Diesel,Manuell,88 000 km,Volkswagen Tiguan,2013,140 Hk,"199 900,-",Firehjulsdrift
Blå,"1,6 l",137794901,09.12.2009,Bensin,Manuell,139 980 km,Toyota Auris,2009,132 Hk,"82 000,-",Forhjulsdrift
Reflekssølv Met.,2 l,137794921,28.08.2015,Diesel,Manuell,71 765 km,Volkswagen Transporter,2015,140 Hk,"249 000,-",Firehjulsdrift
Svart,1 968 l,137196419,11.05.2016,Diesel,Automat,54 000 km,Volkswagen Tiguan,2016,150 Hk,"436 253,-",Firehjulsdrift
Sølv,1 l,137794888,03.01.2002,Bensin,Manuell,183 000 km,Toyota Yaris,2002,68 Hk,"29 900,-",Forhjulsdrift
Absolut Red,1 l,137794871,12.01.2017,Bensin,Manuell,42 000 km,Opel Corsa,2017,90 Hk,"147 000,-",Forhjulsdrift
Rød,2 l,137794887,01.06.2010,Diesel,Automat,86 258 km,Volvo C70,2010,136 Hk,"229 000,-",Forhjulsdrift
Metallic,"2,2 l",137793735,24.03.2006,Diesel,Manuell,230 000 km,Nissan X-Trail,2006,136 Hk,"59 000,-",Firehjulsdrift
DEEP BLACK PERLMET.,1 l,137794893,03.11.2017,Bensin,Manuell,5 430 km,Volkswagen Polo,2018,95 Hk,"229 990,-",Forhjulsdrift
Svart,"1,6 l",137794802,24.04-2009,Diesel,Manuell,81 000 km,Mazda 3,2009,109 Hk,"69 900,-",Forhjulsdrift
Rød,"1,2 l",137794687,05.12-2011,Bensin,Manuell,76 000 km,Ford Ka,2012,69 Hk,"49 900,-",Forhjulsdrift
Svart,"1,6 l",137794725,28.12.2011,Diesel,Automat,120 000 km,Citroen C5,2011,112 Hk,"99 900,-",Forhjulsdrift
Onyx black Metallic 717,"2,4 l",137794775,18.12.2015,Diesel,Automat,60 050 km,Volvo XC 60,2016,163 Hk,"469 000,-",Firehjulsdrift
Matte Gold Folie,0 l,137794779,01.11.2017,Elektrisitet,Automat,70 000 km,Tesla Model X,2017,611 Hk,"829 900,-",Firehjulsdrift
Electric silver Met. 477,"2,4 l",137794619,17.12.2015,Diesel,Automat,71 501 km,Volvo XC 60,2016,163 Hk,"459 000,-",Firehjulsdrift
Sølv metallic,,137794683,25.06.2015,Elektrisitet,Automat,23 600 km,Nissan Leaf,2015,107 Hk,"155 900,-",Forhjulsdrift
Svart,"1,1 l",137794604,02.06.2006,Bensin,Manuell,91 000 km,Renault Clio,2006,75 Hk,"29 900,-",Forhjulsdrift
Titanium Flash Mica 42S,2 l,137794697,25.01.2016,Bensin,Automat,44 886 km,Mazda CX-3,2016,120 Hk,"235 000,-",Forhjulsdrift
Rød,"1,5 l",137794510,,Diesel,Manuell,65 000 km,Nissan Note,2011,90 Hk,"69 900,-",Forhjulsdrift
Blå metallic,"1,8 l",137794569,29.08.2012,Elektrisitet+bensin,Automat,62 600 km,Toyota Prius Plug-in Hybrid,2012,136 Hk,"159 900,-",Forhjulsdrift
Scuba Metallic,"1,2 l",137794458,12.12.2008,Bensin,Manuell,66 000 km,Ford Ka,2009,69 Hk,"39 900,-",Forhjulsdrift
Sølv,"2,3 l",137794552,22.06.2017,Diesel,Automat,23 121 km,Nissan Navara,2017,190 Hk,"344 900,-",Firehjulsdrift
Sølv,2 l,137794476,17.12.2013,Diesel,Manuell,75 369 km,Volkswagen Amarok,2014,140 Hk,"238 800,-",Firehjulsdrift
SORT SAFIR,"1,6 l",137794396,27.11.2013,Diesel,Automat,40 500 km,Volvo V40,2014,114 Hk,"179 000,-",Forhjulsdrift
Svart,3 l,132553346,12.11.2007,Diesel,Automat,230 000 km,Isuzu D-max,2007,163 Hk,"213 719,-",Firehjulsdrift
Hvit,"1,6 l",137794305,12.04.2018,Diesel,Manuell,8 500 km,Citroen Berlingo,2018,99 Hk,"179 000,-",Forhjulsdrift
Hvit,1 l,135915395,31.05.2012,Bensin,Manuell,64 863 km,Volkswagen UP!,2012,60 Hk,"60 000,-",Forhjulsdrift
Hvit,,137794364,21.04.2016,Elektrisitet,Automat,22 300 km,Nissan Leaf,2016,107 Hk,"175 900,-",Forhjulsdrift
Rød,1 197 l,135782287,12.04.2016,Bensin,Automat,37 000 km,Volkswagen Golf Sportsvan,2016,110 Hk,"208 161,-",Forhjulsdrift
Hvit m/rødt tak,"1,2 l",137794308,30.11.2018,Bensin,Automat,2 550 km,Citroen C3,2018,110 Hk,"227 900,-",Forhjulsdrift
Svart,2 l,137794275,14.11.2012,Diesel,Automat,145 000 km,Audi A6,2013,163 Hk,"259 000,-",Forhjulsdrift
Svart,2 l,137794223,08.09-2008,Bensin,Manuell,128 000 km,Nissan Qashqai,2009,141 Hk,"109 900,-",2WD-4WD-LOCK
Sølv Metallic,"1,8 l",137794258,28.02.2014,Elektrisitet+bensin,Automat,28 580 km,Toyota Auris,2014,136 Hk,"179 000,-",Forhjulsdrift
Grønn,"2,5 l",106148409,14.02.2002,Diesel,Manuell,212 258 km,Land Rover Defender,2002,122 Hk,"185 000,-",Firehjulsdrift
Atlantis Turquise Pearl metallic,"1,6 l",137794133,16.03.2016,Bensin,Automat,28 200 km,Suzuki Vitara,2016,120 Hk,"279 000,-",Firehjulsdrift
Hvit,,137794122,05.05.2016,Elektrisitet,Automat,25 500 km,Nissan Leaf,2016,107 Hk,"175 900,-",Forhjulsdrift
CHERRYRØD,2 l,137793951,04.04.2018,Diesel,Automat,11 000 km,Volkswagen Caddy Alltrack,2018,150 Hk,"399 000,-",Firehjulsdrift
Black met,,137793887,15.03.2018,Elektrisitet,Automat,3 572 km,Nissan Leaf,2018,150 Hk,"294 500,-",Forhjulsdrift
Sølv met,"1,6 l",137793929,23.05.2017,Diesel,Manuell,30 500 km,Toyota Proace,2017,95 Hk,"229 000,-",Forhjulsdrift
ORYX HVIT PERLEMUTT,"1,4 l",137793948,17.08.2017,Elektrisitet+bensin,Automat,26 500 km,Volkswagen Passat,2018,218 Hk,"419 000,-",Forhjulsdrift
Hvit,"1,8 l",137791681,15.04.2013,Elektrisitet+bensin,Automat,55 188 km,Toyota Auris,2013,99 Hk,"149 000,-",Forhjulsdrift
CANDYHVIT,2 l,137793864,24.11.2015,Diesel,Manuell,13 000 km,Volkswagen Caddy Maxi,2016,102 Hk,"179 000,-",Forhjulsdrift
Hvit,"1,6 l",115685746,18.07.2013,Bensin,Manuell,72 500 km,BMW 1-serie,2013,136 Hk,"163 719,-",Bakhjulsdrift
Sølv,,137793869,28.06.2018,Elektrisitet,Automat,10 000 km,Renault Kangoo Electric,2018,60 Hk,"229 000,-",Forhjulsdrift
Hvit,"2,5 l",137793870,11.08.2010,Diesel,Manuell,111 200 km,Toyota HiAce,2010,117 Hk,"119 000,-",Bakhjulsdrift
DYP SORT PERL.,2 l,137793835,16.12.2015,Diesel,Manuell,74 575 km,Volkswagen Transporter,2015,140 Hk,"278 900,-",Firehjulsdrift
Mørk rød metallic,"1,5 l",137793854,05.05.2017,Elektrisitet+bensin,Automat,41 800 km,Toyota Yaris,2017,100 Hk,"179 000,-",Forhjulsdrift
Mineral Grey Metallic,,137793784,25.04.2013,Diesel,Manuell,137 400 km,BMW 1-serie,2013,116 Hk,"139 000,-",Bakhjulsdrift
SØLV MET,"1,2 l",137793749,16.05.2014,Bensin,Manuell,36 000 km,Volkswagen Polo,2015,90 Hk,"149 000,-",Forhjulsdrift
BEIGE,"1,6 l",137793683,01.09.2014,Diesel,Manuell,31 281 km,BMW 1-serie,2015,116 Hk,"179 000,-",Bakhjulsdrift
Snowflake White Pearl 25D,"2,5 l",137793680,04.10.2018,Bensin,Automat,8 000 km,Mazda 6,2018,194 Hk,"469 000,-",Forhjulsdrift
LAURUSGRAU MET. M.AKZENT BMW I BLAU (B79),0 l,137792771,13.11.2014,Elektrisitet,Automat,106 000 km,BMW i3,2015,170 Hk,"149 900,-",Bakhjulsdrift
Grå metallic,"1,2 l",137793537,02.12.2016,Bensin,Automat,54 000 km,Nissan Qashqai,2016,116 Hk,"279 900,-",Forhjulsdrift
GRÅ,"1,4 l",137793541,27.02.2012,Diesel,Manuell,51 000 km,Peugeot 207,2012,68 Hk,"89 000,-",Forhjulsdrift
Hvitmet.,2 l,137793154,01.2018,Elektrisitet+bensin,Automat,15 000 km,Kia Optima,2018,205 Hk,"349 000,-",Forhjulsdrift
carbonschwarz,,137793043,2012,Bensin,Automat,133 000 km,BMW 6-serie,2012,320 Hk,"499 000,-",Bakhjulsdrift
Chili Red Metalic,"2,5 l",137793569,18.05.2018,Elektrisitet+bensin,Automat,14 320 km,Toyota RAV4,2018,197 Hk,"444 900,-",Firehjulsdrift
Fjellgrå metallic,"2,1 l",137793476,05.01.2017,Diesel,Automat,60 171 km,Mercedes-Benz GLA,2017,136 Hk,"409 000,-",Firehjulsdrift
BLÅ,,137793478,28.12.2009,Diesel,Automat,144 000 km,BMW X1,2010,204 Hk,"209 000,-",Firehjulsdrift
Sølv,"3,5 l",133791063,13.09.2005,Bensin,Automat,145 000 km,Chrysler 300C,2005,249 Hk,"166 594,-",Firehjulsdrift
BLÅ MET,"1,4 l",137793434,29.09.2008,Diesel,Manuell,61 000 km,Toyota Auris,2008,90 Hk,"79 000,-",Forhjulsdrift
Svart,"1,3 l",137793441,07.08.2008,Bensin,Manuell,118 000 km,Suzuki Swift,2008,91 Hk,"49 900,-",Forhjulsdrift
Hvit,"1,6 l",137793446,31.10.2013,Diesel,Manuell,76 400 km,Volkswagen Caddy Maxi,2014,102 Hk,"109 000,-",Forhjulsdrift
Svart,"1,6 l",137793442,08.05.2012,Diesel,Automat,104 900 km,Volkswagen Golf,2012,105 Hk,"118 900,-",Forhjulsdrift
Hvit,,137793467,13.03.2015,Diesel,Automat,83 000 km,Mercedes-Benz C-Klasse,2015,204 Hk,"339 000,-",Firehjulsdrift
Svart,2 l,137793465,20.04.2016,Elektrisitet+bensin,Automat,56 545 km,Mitsubishi Outlander,2016,121 Hk,"348 500,-",Firehjulsdrift
Beige,2 l,137793440,18.02.2005,Diesel,Manuell,213 000 km,Suzuki XL7,2005,109 Hk,"39 000,-",Firehjulsdrift
Rød Metallic,"1,2 l",137793292,23.11.2012,Bensin,Manuell,50 100 km,Suzuki Swift,2012,94 Hk,"129 900,-",Firehjulsdrift
Rød,,137793297,22.08.2018,Elektrisitet,Automat,9 500 km,Renault Zoe,2018,72 Hk,"239 000,-",Forhjulsdrift
Sølv,"1,3 l",137787679,08.07.2003,Bensin,Manuell,170 000 km,Toyota Yaris Verso,2003,84 Hk,"19 000,-",Forhjulsdrift
DYP SORT MET,2 l,137793267,23.05.2016,Diesel,Automat,38 000 km,Volkswagen Golf Sportsvan,2016,150 Hk,"259 000,-",Forhjulsdrift
Urban Titanium,2 l,137793252,10.12.2013,Bensin,Automat,36 000 km,Honda CR-V,2014,155 Hk,"339 000,-",Firehjulsdrift
Jupiter Rød,1 333 l,137793250,27.06.2018,Bensin,Automat,903 km,Mercedes-Benz A-Klasse,2018,163 Hk,"388 000,-",Forhjulsdrift
Svart,"1,6 l",137793239,14.10.2013,Diesel,Manuell,117 800 km,Volkswagen Golf,2014,105 Hk,"125 000,-",Forhjulsdrift
Alpinhvit,2 l,137793232,24.02.2011,Bensin,Manuell,84 195 km,BMW 3-serie,2011,143 Hk,"149 000,-",Bakhjulsdrift
Svart,2 l,133787340,03.06.2010,Diesel,Automat,155 000 km,Hyundai ix35,2011,184 Hk,"131 719,-",4 WD
Avant Garde Bronze Metalic,"1,8 l",137793179,04.12.2015,Elektrisitet+bensin,Automat,58 798 km,Toyota Auris,2015,136 Hk,"204 900,-",Forhjulsdrift
Svart,,137793097,30.01.2014,Bensin,Automat,62 000 km,BMW 3-serie,2014,136 Hk,"239 000,-",Bakhjulsdrift
Abalone White,"1,5 l",137793063,13.07.2018,Bensin,Automat,12 000 km,Opel Insignia,2018,165 Hk,"429 000,-",Forhjulsdrift
Diamond White Bright,2 143 l,137793080,22.06.2018,Diesel,Automat,10 000 km,Mercedes-Benz GLC,2018,204 Hk,"839 000,-",Firehjulsdrift
sophistogrå met,2 l,137792643,,Diesel,Automat,124 000 km,BMW 5-serie,2011,163 Hk,"229 000,-",Bakhjulsdrift
Sølv,"2,2 l",137787973,19.07.2007,Diesel,Manuell,182 000 km,Toyota RAV4,2007,136 Hk,"76 618,-",Firehjulsdrift
Sølv,,137793015,03.08.2009,Diesel,Manuell,202 000 km,Opel Insignia,2009,110 Hk,"83 675,-",Forhjulsdrift
Hvit,"1,6 l",137793023,27.06.2013,Diesel,Manuell,94 826 km,Honda Civic,2013,120 Hk,"129 000,-",Forhjulsdrift
Svart,"5,3 l",137588431,,Gass+bensin,Automat,260 000 km,Chevrolet Tahoe,2001,273 Hk,"20 000,-",Firehjulsdrift
INDIUMGREY,"1,4 l",137792900,16.01.2017,Bensin,Automat,38 500 km,Volkswagen Passat,2017,125 Hk,"309 000,-",Forhjulsdrift
Svart,2 l,137792801,12/2017 (2018mod),Elektrisitet+bensin,Automat,14 000 km,Volvo S90,2018,407 Hk,"669 800,-",AWD
Sortmet.,2 l,137792290,05.2018,Elektrisitet+bensin,Automat,23 000 km,Kia Optima,2018,205 Hk,"349 000,-",Forhjulsdrift
NIGHT BLUE,"1,2 l",137792827,22.05.2015,Bensin,Automat,44 500 km,Volkswagen Golf,2015,110 Hk,"189 000,-",Forhjulsdrift
Sølv,2 l,137787969,07.05.2001,Diesel,Automat,164 000 km,Land Rover Freelander,2001,111 Hk,"33 000,-",Firehjulsdrift
Grå,2 l,137792814,29.05.2012,Diesel,Manuell,117 672 km,Toyota Avensis,2012,124 Hk,"129 000,-",Forhjulsdrift
Metallic,"2,4 l",137787428,05.01.2004,Bensin,Automat,173 000 km,Audi A6,2004,170 Hk,"36 618,-",Quattro
TORNADORØD,1 l,137792694,24.08.2015,Bensin,Manuell,18 000 km,Volkswagen UP!,2015,75 Hk,"129 000,-",Forhjulsdrift
Brun Met.,0 l,137792698,19.05.2017,Elektrisitet,Automat,19 950 km,Nissan Leaf,2017,110 Hk,"219 000,-",Forhjulsdrift
White Pearl,"1,8 l",137792696,28.03.2017,Elektrisitet+bensin,Automat,14 600 km,Toyota Auris,2017,136 Hk,"249 900,-",Forhjulsdrift
Svart,"2,1 l",137792665,21.12.2015,Diesel,Automat,80 000 km,Mercedes-Benz Vito,2016,190 Hk,"389 000,-",Firehjulsdrift
Fluid,,137791989,,Elektrisitet,Automat,30 000 km,BMW i3,2017,170 Hk,"4 300,-",Bakhjulsdrift
Hvit,,137792629,09.09.2015,Elektrisitet,Automat,36 295 km,Nissan Leaf,2015,109 Hk,"154 900,-",Forhjulsdrift
DEEP BLACK PERLMET.,"1,2 l",137792653,16.10.2015,Bensin,Automat,58 500 km,Volkswagen Golf,2016,110 Hk,"209 000,-",Forhjulsdrift
Briliant Blå,"1,5 l",137792586,16.07.2018,Bensin,Automat,13 000 km,Mercedes-Benz C-Klasse,2019,184 Hk,"650 000,-",Firehjulsdrift
Birch Light Met,2 l,137792644,01.08.2018,Diesel,Automat,13 000 km,Volvo V60,2019,190 Hk,"639 000,-",Forhjulsdrift
IMPERIALBLAU BRILLANTEFFEKT METALLI,"1,5 l",137792631,31.07.2018,Elektrisitet+bensin,Automat,1 500 km,BMW 2-serie,2018,224 Hk,"399 900,-",Firehjulsdrift
carbonschwarz,3 l,137791984,,Diesel,Automat,129 000 km,BMW 5-serie,2013,313 Hk,"429 000,-",X-DRIVE
Hvit,2 l,137787304,14.06.2011,Diesel,Manuell,103 000 km,BMW 3-serie,2011,163 Hk,"245 000,-",Bakhjulsdrift
Blå,2 l,137792555,24.07.2018,Diesel,Manuell,2 500 km,Ford Transit Custom,2018,170 Hk,"349 000,-",Forhjulsdrift
RØD MET.,,137792578,02.06.2010,Diesel,Manuell,194 555 km,BMW X1,2010,143 Hk,"99 000,-",Bakhjulsdrift
Hvit Perlemor metallic,"1,4 l",137792569,18.05.2016,Bensin,Automat,32 000 km,Volkswagen Passat,2016,125 Hk,"279 000,-",Forhjulsdrift
Blå,"1,6 l",137792581,11.09.2014,Diesel,Manuell,27 698 km,Volvo V40 Cross Country,2014,114 Hk,"199 000,-",Forhjulsdrift
Hvit,"1,6 l",137787061,02.03.2010,Diesel,Manuell,84 000 km,Volkswagen Golf,2010,105 Hk,"82 719,-",Forhjulsdrift
Titansølv Metallic,2 l,137792567,20.05.2014,Diesel,Manuell,91 000 km,BMW 3-serie,2014,143 Hk,"249 000,-",Firehjulsdrift
HVIT,"1,2 l",137792502,14.11.2017,Bensin,Manuell,11 000 km,Nissan Qashqai,2017,116 Hk,"269 000,-",Forhjulsdrift
Solid Ice White,"2,4 l",137792509,18.10.2013,Elektrisitet+diesel,Automat,89 000 km,Volvo V60,2014,286 Hk,"298 000,-",Firehjulsdrift
Sølv,,137792498,06.06.2015,Elektrisitet,Automat,36 117 km,Nissan Leaf,2015,109 Hk,"144 000,-",Forhjulsdrift
Lavagrå Metallic,2 l,137792496,12.11.2012,Diesel,Automat,78 000 km,Audi A4 allroad,2013,163 Hk,"298 000,-",Firehjulsdrift
Hvit,2 l,137784725,06.02.2013,Diesel,Manuell,126 000 km,Volkswagen Transporter,2013,140 Hk,"230 000,-",Firehjulsdrift
Fantomsort Met.,"1,2 l",137792478,08.10.2014,Bensin,Automat,106 000 km,Audi A3,2015,110 Hk,"149 000,-",Forhjulsdrift
SORT,"1,6 l",137792421,08.05.2012,Diesel,Manuell,78 500 km,Peugeot 3008,2012,111 Hk,"119 000,-",Forhjulsdrift
ORYX HVIT PERLEMUTT,"1,6 l",137792458,16.11.2016,Diesel,Automat,43 567 km,Volkswagen Passat,2016,120 Hk,"279 000,-",Forhjulsdrift
Hvit met,0 l,137792451,30.05.2017,Elektrisitet,Automat,19 000 km,Nissan Leaf,2017,110 Hk,"219 000,-",Forhjulsdrift
Blå,"1,6 l",128052516,27.04.2011,Diesel,Automat,114 000 km,Volkswagen Touran,2011,105 Hk,"118 719,-",Forhjulsdrift
Grå,"2,2 l",137792347,27.09.2013,Diesel,Automat,89 995 km,Mazda 6,2013,150 Hk,"219 900,-",Forhjulsdrift
Grå Metallic,2 l,137792367,24.07.2018,Diesel,Manuell,4 000 km,Ford Transit Custom,2018,131 Hk,"318 000,-",Forhjulsdrift
REFLEXSILVER MET,"1,4 l",137792336,23.02.2017,Elektrisitet+bensin,Automat,45 000 km,Volkswagen Golf,2017,204 Hk,"299 000,-",Forhjulsdrift
Sort,1 l,137792335,,Elektrisitet,Automat,16 700 km,Chevrolet Bolt,2017,204 Hk,"359 000,-",Forhjulsdrift
